,location,total_sqft,bath,price,bhk
1390,Budigere,664,1.0,35.0,1
1391,Budigere,1820,3.0,93.0,3
1392,Budigere,1636,3.0,85.0,3
1393,Budigere,1444,2.0,70.0,2
1394,Budigere,1991,4.0,88.0,3
1395,Budigere,1139,2.0,60.0,2
1396,Budigere,1820,3.0,85.5,3
1397,Budigere,1820,3.0,93.0,3
1398,Budigere,1820,3.0,85.4,3
1399,Budigere,1162,2.0,58.0,2
1400,Budigere,1636,3.0,85.0,3
1401,Budigere,1636,3.0,92.0,3
1402,Budigere,1087,2.0,54.3,2
1403,Budigere,1820,3.0,89.0,3
1404,Budigere,1149,2.0,65.0,2
1405,Budigere,664,1.0,35.4,1
1406,Budigere,1153,2.0,56.7,2
1407,Budigere,1820,3.0,85.0,3
1408,Budigere,1139,2.0,56.5,2
1409,Budigere,1636,3.0,83.0,3
1410,Budigere,664,1.0,34.0,1
1411,Budigere,1820,3.0,85.2,3
1412,Budigere,1162,2.0,58.0,2
1413,Budigere,1153,2.0,60.0,2
1414,Budigere,1820,3.0,99.0,3
1415,Budigere,1820,3.0,85.0,3
1416,Budigere,1820,3.0,95.0,3
1417,Budigere,1991,4.0,100.0,3
1418,Budigere,1820,3.0,95.5,3
1419,Budigere,1153,2.0,56.0,2
1420,Budigere,1153,2.0,56.5,2
1421,Budigere,1153,2.0,58.0,2
1422,Budigere,1636,3.0,88.0,3
1423,Budigere,1153,2.0,56.55,2
1424,Budigere,1153,2.0,56.5,2
1425,Budigere,1153,2.0,60.0,2
1426,CV Raman Nagar,1550,3.0,65.0,3
1427,CV Raman Nagar,1120,2.0,55.0,2
1428,CV Raman Nagar,1070,2.0,55.0,2
1429,CV Raman Nagar,740,2.0,37.0,2
1430,CV Raman Nagar,1028,2.0,49.0,2
1431,CV Raman Nagar,1392,2.0,98.0,2
1432,CV Raman Nagar,1070,2.0,47.5,2
1433,CV Raman Nagar,1825,3.0,126.0,3
1434,CV Raman Nagar,1025,2.0,50.0,2
1435,CV Raman Nagar,1525,2.0,67.0,3
1436,CV Raman Nagar,1198,2.0,60.0,2
1437,CV Raman Nagar,1560,2.0,85.0,2
1438,CV Raman Nagar,1590,2.0,85.0,3
1439,CV Raman Nagar,1100,2.0,58.0,2
1440,CV Raman Nagar,1051,2.0,61.0,2
1441,CV Raman Nagar,1435,2.0,60.0,3
1442,CV Raman Nagar,1020,2.0,55.0,2
1443,CV Raman Nagar,1285,2.0,65.0,2
1444,CV Raman Nagar,1040,2.0,50.0,2
1445,CV Raman Nagar,1392,2.0,95.0,2
1446,CV Raman Nagar,705,2.0,50.0,1
1447,CV Raman Nagar,1125,2.0,46.0,2
1448,CV Raman Nagar,1400,2.0,78.0,3
1449,CV Raman Nagar,1400,2.0,78.0,3
1450,CV Raman Nagar,907,2.0,38.0,2
1451,CV Raman Nagar,1480,3.0,65.0,3
1452,CV Raman Nagar,1310,2.0,62.0,2
1453,Chamrajpet,1475,2.0,120.0,3
1454,Chamrajpet,1900,2.0,170.0,4
1455,Chamrajpet,1350,2.0,180.0,2
1456,Chamrajpet,1050,2.0,162.0,2
1457,Chamrajpet,505,1.0,85.0,1
1458,Chamrajpet,1565,3.0,98.91,3
1459,Chamrajpet,730,1.0,52.0,2
1460,Chamrajpet,650,1.0,40.0,2
1461,Chamrajpet,650,2.0,45.0,2
1462,Chamrajpet,1650,3.0,115.0,3
1463,Chandapura,650,1.0,17.0,2
1464,Chandapura,645,1.0,16.45,1
1465,Chandapura,645,1.0,16.45,1
1466,Chandapura,800,1.0,20.0,2
1467,Chandapura,1015,2.0,25.88,2
1468,Chandapura,530,1.0,11.66,1
1469,Chandapura,1208,3.0,45.0,3
1470,Chandapura,1190,2.0,30.35,3
1471,Chandapura,1200,2.0,32.0,2
1472,Chandapura,1025,2.0,27.68,2
1473,Chandapura,1015,2.0,25.88,2
1474,Chandapura,1305,3.0,33.28,3
1475,Chandapura,1065,2.0,33.0,3
1476,Chandapura,850,1.0,18.5,2
1477,Chandapura,1201,2.0,27.0,2
1478,Chandapura,850,2.0,25.4,2
1479,Chandapura,590,1.0,13.57,1
1480,Chandapura,645,1.0,16.45,1
1481,Chandapura,630,1.0,13.86,1
1482,Chandapura,1185,2.0,30.22,3
1483,Chandapura,1015,2.0,25.88,2
1484,Chandapura,1107,2.0,43.0,3
1485,Chandapura,520,1.0,14.04,1
1486,Chandapura,1200,1.0,36.0,2
1487,Chandapura,975,2.0,24.86,2
1488,Chandapura,645,1.0,16.45,1
1489,Chandapura,985,2.0,25.12,2
1490,Chandapura,645,1.0,16.45,1
1491,Chandapura,975,2.0,24.86,2
1492,Chandapura,700,1.0,19.0,2
1493,Chandapura,1190,2.0,30.35,3
1494,Chandapura,1095,2.0,32.0,3
1495,Chandapura,876,2.0,29.5,2
1496,Chandapura,645,1.0,16.45,1
1497,Chandapura,1505,2.0,42.0,3
1498,Chandapura,645,1.0,16.45,1
1499,Chandapura,937,2.0,30.0,2
1500,Chandapura,1025,2.0,27.68,2
1501,Chandapura,975,2.0,24.86,2
1502,Chandapura,800,2.0,25.0,2
1503,Chandapura,645,1.0,16.45,1
1504,Chandapura,1230,2.0,31.37,3
1505,Chandapura,950,2.0,25.65,2
1506,Chandapura,1200,2.0,36.0,2
1507,Chandapura,645,1.0,16.45,1
1508,Chandapura,922,2.0,36.0,2
1509,Chandapura,1110,2.0,29.97,3
1510,Chandapura,674,1.0,19.9,2
1511,Chandapura,1225,3.0,33.08,3
1512,Chandapura,1305,3.0,33.28,3
1513,Chandapura,1230,2.0,31.37,3
1514,Chandapura,1110,2.0,29.97,3
1515,Chandapura,985,2.0,25.12,2
1516,Chandapura,750,1.0,18.5,2
1517,Chandapura,1025,2.0,27.68,2
1518,Chandapura,1190,2.0,30.35,3
1519,Chandapura,1015,2.0,25.88,2
1520,Chandapura,1345,2.0,39.5,3
1521,Chandapura,1033,2.0,30.47,3
1522,Chandapura,971,2.0,38.0,3
1523,Chandapura,1015,2.0,25.88,2
1524,Chandapura,800,1.0,30.0,2
1525,Chandapura,1185,2.0,30.22,3
1526,Chandapura,900,2.0,35.0,2
1527,Chandapura,975,2.0,24.86,2
1528,Chandapura,520,1.0,14.04,1
1529,Chandapura,1230,2.0,31.37,3
1530,Chandapura,1305,3.0,33.28,3
1531,Chandapura,1323,2.0,42.0,3
1532,Chandapura,410,1.0,10.0,1
1533,Chandapura,985,2.0,25.12,2
1534,Chandapura,645,1.0,16.45,1
1535,Chandapura,645,1.0,16.45,1
1536,Chandapura,1200,2.0,36.0,2
1537,Chandapura,740,1.0,22.0,2
1538,Chandapura,876,2.0,28.47,2
1539,Chandapura,1095,2.0,28.0,3
1540,Chandapura,520,1.0,14.04,1
1541,Channasandra,1340,2.0,48.33,3
1542,Channasandra,1009,2.0,38.34,2
1543,Channasandra,1065,2.0,35.0,2
1544,Channasandra,1470,2.0,90.0,3
1545,Channasandra,1115,2.0,33.45,2
1546,Channasandra,1030,2.0,34.5,2
1547,Channasandra,4200,6.0,180.0,6
1548,Channasandra,1115,2.0,40.0,2
1549,Channasandra,1200,3.0,67.77,3
1550,Channasandra,1104,2.0,35.5,2
1551,Channasandra,1160,2.0,55.0,2
1552,Channasandra,1050,2.0,41.0,2
1553,Channasandra,1065,2.0,40.47,2
1554,Channasandra,1310,2.0,45.0,3
1555,Channasandra,1070,2.0,38.0,2
1556,Channasandra,1050,2.0,35.0,2
1557,Channasandra,1093,2.0,34.0,2
1558,Channasandra,808,2.0,40.0,2
1559,Channasandra,1010,2.0,36.0,2
1560,Channasandra,1123,2.0,36.0,2
1561,Channasandra,1000,2.0,35.0,2
1562,Channasandra,1500,4.0,89.45,4
1563,Channasandra,1330,2.0,51.83,3
1564,Channasandra,1093,2.0,37.0,2
1565,Channasandra,1115,2.0,35.8,2
1566,Channasandra,1500,3.0,61.95,3
1567,Channasandra,1800,3.0,60.0,3
1568,Channasandra,830,2.0,36.28,2
1569,Channasandra,1200,3.0,67.77,3
1570,Channasandra,1195,2.0,56.0,3
1571,Channasandra,1175,2.0,38.0,2
1572,Channasandra,1200,2.0,46.13,2
1573,Channasandra,1065,2.0,36.0,2
1574,Channasandra,1050,2.0,44.41,2
1575,Channasandra,1010,2.0,32.0,2
1576,Chikka Tirupathi,2600,5.0,120.0,4
1577,Chikka Tirupathi,2325,4.0,120.0,4
1578,Chikka Tirupathi,1808,4.0,80.27,3
1579,Chikka Tirupathi,3297,3.0,135.0,3
1580,Chikka Tirupathi,3500,5.0,150.0,4
1581,Chikka Tirupathi,2646,3.0,99.0,3
1582,Chikka Tirupathi,2704,5.0,105.0,4
1583,Chikka Tirupathi,2325,3.0,95.0,3
1584,Chikka Tirupathi,2325,4.0,120.0,4
1585,Chikka Tirupathi,3250,4.0,136.0,4
1586,Chikka Tirupathi,2665,5.0,125.0,4
1587,Chikkabanavar,950,2.0,40.0,2
1588,Chikkabanavar,1600,2.0,80.0,3
1589,Chikkabanavar,600,1.0,25.0,2
1590,Chikkabanavar,2460,7.0,80.0,4
1591,Chikkabanavar,2400,4.0,97.0,5
1592,Chikkabanavar,2000,4.0,65.0,5
1593,Chikkabanavar,1067,2.0,38.0,2
1594,Chikkabanavar,1320,2.0,46.0,3
1595,Chikkabanavar,4000,7.0,110.0,8
1596,Chikkalasandra,1290,2.0,56.12,3
1597,Chikkalasandra,1100,2.0,50.0,2
1598,Chikkalasandra,1208,2.0,49.0,2
1599,Chikkalasandra,875,2.0,52.8,2
1600,Chikkalasandra,1375,2.0,50.0,3
1601,Chikkalasandra,1800,1.0,128.0,2
1602,Chikkalasandra,1070,2.0,50.0,2
1603,Chikkalasandra,1230,2.0,48.0,2
1604,Chikkalasandra,1428,2.0,80.0,3
1605,Chikkalasandra,1070,2.0,42.8,2
1606,Chikkalasandra,1310,2.0,52.4,3
1607,Chikkalasandra,1270,2.0,55.25,3
1608,Chikkalasandra,1365,2.0,49.0,3
1609,Chikkalasandra,1075,2.0,46.76,2
1610,Chikkalasandra,1230,2.0,53.51,3
1611,Chikkalasandra,1290,2.0,56.12,3
1612,Chikkalasandra,1070,2.0,45.48,2
1613,Chikkalasandra,1100,2.0,50.0,2
1614,Chikkalasandra,1390,2.0,60.47,3
1615,Chikkalasandra,1265,2.0,53.12,3
1616,Chikkalasandra,1224,2.0,45.0,2
1617,Chikkalasandra,1090,2.0,47.42,2
1618,Chikkalasandra,1355,3.0,54.2,3
1619,Chikkalasandra,1350,2.0,54.2,3
1620,Chikkalasandra,1325,2.0,59.0,2
1621,Chikkalasandra,1290,2.0,72.0,2
1622,Chikkalasandra,1275,2.0,55.46,3
1623,Chikkalasandra,1425,1.0,54.0,3
1624,Choodasandra,1115,2.0,50.0,2
1625,Choodasandra,1300,2.0,57.0,2
1626,Choodasandra,1530,3.0,77.0,3
1627,Choodasandra,1220,3.0,56.0,3
1628,Choodasandra,1220,3.0,56.0,3
1629,Choodasandra,1197,2.0,63.0,2
1630,Choodasandra,1465,3.0,75.0,3
1631,Choodasandra,1115,2.0,50.0,2
1632,Choodasandra,1215,2.0,59.0,2
1633,Choodasandra,1254,2.0,65.0,3
1634,Choodasandra,1580,3.0,105.0,3
1635,Choodasandra,725,2.0,36.0,2
1636,Choodasandra,2429,3.0,210.0,4
1637,Choodasandra,1220,3.0,56.0,3
1638,Choodasandra,1075,2.0,45.0,2
1639,Choodasandra,1180,2.0,71.22,2
1640,Choodasandra,1140,2.0,62.0,2
1641,Choodasandra,1220,3.0,56.0,3
1642,Choodasandra,1560,3.0,78.0,3
1643,Choodasandra,1065,2.0,46.0,2
1644,Choodasandra,1115,2.0,50.0,2
1645,Choodasandra,1220,3.0,56.0,3
1646,Choodasandra,1115,2.0,50.0,2
1647,Cooke Town,3950,4.0,450.0,4
1648,Cooke Town,2388,4.0,239.0,3
1649,Cooke Town,1710,2.0,200.0,2
1650,Cooke Town,1310,2.0,111.0,2
1651,Cooke Town,3900,5.0,415.0,4
1652,Cooke Town,2560,4.0,310.0,3
1653,Cooke Town,2600,3.0,375.0,3
1654,Cooke Town,1100,2.0,90.0,2
1655,Cooke Town,2300,3.0,250.0,3
1656,Cox Town,1975,3.0,150.0,3
1657,Cox Town,1650,3.0,100.0,3
1658,Cox Town,1730,3.0,140.0,3
1659,Cox Town,1600,3.0,150.0,3
1660,Cox Town,1250,2.0,95.0,2
1661,Cox Town,1280,2.0,120.0,2
1662,Cox Town,1073,2.0,72.0,2
1663,Cox Town,1000,2.0,58.0,2
1664,Cox Town,1200,2.0,140.0,2
1665,Cunningham Road,5270,4.0,1250.0,4
1666,Cunningham Road,3875,3.0,864.0,3
1667,Cunningham Road,3875,3.0,800.0,3
1668,Cunningham Road,3815,3.0,763.0,3
1669,Cunningham Road,2880,3.0,501.0,3
1670,Cunningham Road,3489,3.0,662.0,3
1671,Cunningham Road,4170,3.0,800.0,3
1672,Cunningham Road,5108,5.0,995.0,4
1673,Cunningham Road,2700,3.0,501.0,3
1674,Cunningham Road,7500,6.0,1800.0,4
1675,Cunningham Road,2880,3.0,560.0,3
1676,Dasanapura,708,2.0,37.0,2
1677,Dasanapura,708,1.0,40.0,2
1678,Dasanapura,965,2.0,42.5,2
1679,Dasanapura,1286,3.0,61.44,3
1680,Dasanapura,814,2.0,42.0,2
1681,Dasanapura,1163,2.0,65.0,2
1682,Dasanapura,1286,2.0,68.0,3
1683,Dasanapura,708,2.0,31.15,2
1684,Dasanapura,708,1.0,41.0,1
1685,Dasanapura,814,2.0,43.7,2
1686,Dasarahalli,1295,2.0,65.0,2
1687,Dasarahalli,1520,2.0,75.0,3
1688,Dasarahalli,1150,2.0,70.0,2
1689,Dasarahalli,2100,3.0,120.0,3
1690,Dasarahalli,1220,2.0,52.0,2
1691,Dasarahalli,1375,2.0,60.0,2
1692,Dasarahalli,1333,2.0,78.56,2
1693,Dasarahalli,1220,2.0,62.0,2
1694,Devanahalli,1260,2.0,66.78,2
1695,Devanahalli,1282,2.0,68.52,3
1696,Devanahalli,1360,2.0,65.0,2
1697,Devanahalli,1408,2.0,85.0,2
1698,Devanahalli,1010,2.0,51.0,2
1699,Devanahalli,1080,2.0,53.35,2
1700,Devanahalli,2400,5.0,100.0,5
1701,Devanahalli,1080,2.0,44.0,2
1702,Devanahalli,1282,2.0,52.43,3
1703,Devanahalli,1174,2.0,59.0,2
1704,Devanahalli,658,1.0,34.0,1
1705,Devanahalli,658,1.0,26.91,1
1706,Devanahalli,1080,2.0,52.0,2
1707,Devanahalli,1498,3.0,79.15,3
1708,Devanahalli,1466,3.0,77.59,3
1709,Devanahalli,775,1.0,39.0,1
1710,Devanahalli,1020,2.0,49.87,1
1711,Devanahalli,1045,2.0,48.0,2
1712,Devanahalli,1550,3.0,85.0,3
1713,Devanahalli,1200,2.0,55.08,3
1714,Devanahalli,1340,2.0,65.0,2
1715,Devanahalli,2125,3.0,107.0,3
1716,Devanahalli,1230,2.0,56.45,2
1717,Devanahalli,658,1.0,26.91,1
1718,Devanahalli,1290,2.0,62.0,3
1719,Devanahalli,1010,2.0,58.0,2
1720,Devanahalli,1466,3.0,59.96,3
1721,Devanahalli,1520,2.0,69.76,3
1722,Devarachikkanahalli,1250,2.0,44.0,3
1723,Devarachikkanahalli,1250,2.0,40.0,2
1724,Devarachikkanahalli,1200,2.0,83.0,2
1725,Devarachikkanahalli,1170,2.0,40.0,2
1726,Devarachikkanahalli,615,1.0,24.0,1
1727,Devarachikkanahalli,1230,2.0,58.0,2
1728,Devarachikkanahalli,1425,2.0,65.0,3
1729,Devarachikkanahalli,947,2.0,43.0,2
1730,Devarachikkanahalli,1130,2.0,36.0,2
1731,Devarachikkanahalli,1417,2.0,76.0,3
1732,Devarachikkanahalli,1230,2.0,58.0,2
1733,Devarachikkanahalli,1705,3.0,75.0,3
1734,Devarachikkanahalli,1116,2.0,47.0,2
1735,Devarachikkanahalli,991,2.0,40.0,2
1736,Devarachikkanahalli,1700,3.0,71.0,3
1737,Dodda Nekkundi,1260,2.0,55.0,2
1738,Dodda Nekkundi,850,2.0,28.0,2
1739,Dodda Nekkundi,1390,2.0,60.0,2
1740,Dodda Nekkundi,1804,3.0,121.0,3
1741,Dodda Nekkundi,1080,2.0,50.0,2
1742,Dodda Nekkundi,1999,3.0,132.0,3
1743,Dodda Nekkundi,1100,2.0,48.0,2
1744,Dodda Nekkundi,1999,3.0,135.0,3
1745,Dodda Nekkundi,1100,2.0,41.15,2
1746,Dodda Nekkundi,1252,2.0,71.0,3
1747,Dodda Nekkundi,1155,2.0,46.0,2
1748,Dodda Nekkundi,1128,2.0,45.0,2
1749,Dodda Nekkundi,1148,2.0,56.0,2
1750,Dodda Nekkundi,1435,3.0,57.2,3
1751,Dodda Nekkundi,1145,2.0,46.5,2
1752,Dodda Nekkundi,1829,3.0,125.0,3
1753,Dodda Nekkundi,1100,2.0,41.16,2
1754,Dodda Nekkundi,1100,2.0,46.75,2
1755,Dodda Nekkundi,1315,2.0,50.0,2
1756,Dodda Nekkundi,1135,2.0,58.0,2
1757,Dodda Nekkundi,1100,2.0,41.18,2
1758,Dodda Nekkundi,1370,2.0,60.0,2
1759,Dodda Nekkundi,1200,2.0,71.0,2
1760,Dodda Nekkundi,1585,2.0,79.0,3
1761,Dodda Nekkundi,1005,2.0,45.0,2
1762,Dodda Nekkundi,1264,2.0,52.0,2
1763,Doddaballapur,1690,3.0,80.0,4
1764,Doddaballapur,4200,4.0,325.0,4
1765,Doddaballapur,3876,3.0,300.0,3
1766,Doddaballapur,2776,4.0,195.0,3
1767,Doddaballapur,2440,3.0,142.0,3
1768,Doddaballapur,2400,3.0,200.0,4
1769,Doddaballapur,654,1.0,49.0,1
1770,Doddaballapur,3206,5.0,270.0,4
1771,Doddakallasandra,1010,2.0,40.39,2
1772,Doddakallasandra,1360,2.0,54.39,3
1773,Doddakallasandra,1460,2.0,58.39,3
1774,Doddakallasandra,1360,2.0,54.4,3
1775,Doddakallasandra,1425,2.0,56.99,3
1776,Doddakallasandra,1010,2.0,40.39,2
1777,Doddakallasandra,1072,2.0,42.87,2
1778,Doddakallasandra,1010,2.0,40.4,2
1779,Doddakallasandra,1010,2.0,41.0,2
1780,Doddakallasandra,1072,2.0,42.87,2
1781,Doddathoguru,970,2.0,33.0,2
1782,Doddathoguru,1050,2.0,32.0,2
1783,Doddathoguru,850,2.0,25.0,2
1784,Doddathoguru,1030,2.0,42.0,2
1785,Doddathoguru,1549,3.0,65.0,3
1786,Doddathoguru,1875,3.0,55.0,3
1787,Doddathoguru,550,1.0,17.0,1
1788,Doddathoguru,1015,2.0,33.5,2
1789,Doddathoguru,1104,2.0,39.0,2
1790,Doddathoguru,915,2.0,32.0,2
1791,Doddathoguru,750,1.0,25.5,1
1792,Doddathoguru,1595,3.0,62.0,3
1793,Doddathoguru,855,2.0,32.0,2
1794,Doddathoguru,1105,2.0,50.0,2
1795,Doddathoguru,925,2.0,30.0,2
1796,Doddathoguru,1300,2.0,42.0,3
1797,Doddathoguru,1208,3.0,45.0,3
1798,Doddathoguru,1100,2.0,50.0,2
1799,Doddathoguru,940,2.0,32.9,2
1800,Doddathoguru,1382,3.0,65.0,3
1801,Doddathoguru,1107,2.0,44.0,2
1802,Doddathoguru,907,2.0,40.0,2
1803,Doddathoguru,1783,3.0,85.0,3
1804,Doddathoguru,550,1.0,17.0,1
1805,Domlur,1540,3.0,90.0,3
1806,Domlur,1875,2.0,150.0,3
1807,Domlur,1429,3.0,86.0,3
1808,Domlur,640,1.0,55.0,1
1809,Domlur,1050,2.0,85.0,2
1810,Domlur,1800,3.0,150.0,3
1811,Domlur,1720,3.0,135.0,3
1812,Domlur,1950,3.0,165.0,3
1813,Domlur,2180,3.0,285.0,3
1814,Domlur,650,1.0,70.0,1
1815,Domlur,780,1.0,70.0,1
1816,Domlur,2180,3.0,285.0,3
1817,Domlur,1740,3.0,120.0,3
1818,Domlur,1695,3.0,125.0,3
1819,Domlur,1246,2.0,95.0,2
1820,Domlur,2100,3.0,145.0,3
1821,Domlur,1276,2.0,80.0,2
1822,Domlur,1850,3.0,180.0,3
1823,Domlur,2955,3.0,235.0,3
1824,Domlur,1650,3.0,180.0,3
1825,Dommasandra,805,2.0,22.14,2
1826,Dommasandra,1033,2.0,25.53,3
1827,Dommasandra,1267,3.0,56.0,3
1828,Dommasandra,1200,2.0,50.0,2
1829,Dommasandra,2700,3.0,68.0,4
1830,Dommasandra,1033,2.0,31.5,3
1831,Dommasandra,1153,2.0,43.5,2
1832,Dommasandra,1500,2.0,40.0,2
1833,Dommasandra,1090,2.0,43.5,2
1834,Dommasandra,850,2.0,25.4,2
1835,Dommasandra,674,1.0,19.9,2
1836,Dommasandra,999,2.0,32.9,2
1837,EPIP Zone,1499,5.0,102.0,3
1838,EPIP Zone,1285,2.0,82.0,2
1839,EPIP Zone,2330,3.0,162.0,3
1840,EPIP Zone,1330,2.0,92.5,2
1841,EPIP Zone,1330,2.0,86.98,2
1842,EPIP Zone,1330,2.0,93.36,2
1843,EPIP Zone,1500,3.0,102.0,3
1844,EPIP Zone,1280,2.0,69.0,2
1845,EPIP Zone,1125,2.0,65.0,2
1846,EPIP Zone,1734,3.0,125.0,3
1847,EPIP Zone,3360,5.0,225.0,4
1848,EPIP Zone,1343,2.0,86.0,2
1849,EPIP Zone,2350,4.0,163.0,3
1850,EPIP Zone,1860,3.0,130.0,3
1851,EPIP Zone,2210,3.0,165.0,3
1852,EPIP Zone,2710,3.0,177.0,3
1853,EPIP Zone,3360,5.0,221.0,4
1854,Electronic City,660,1.0,23.1,2
1855,Electronic City,1025,2.0,47.0,3
1856,Electronic City,1000,2.0,28.88,2
1857,Electronic City,1530,2.0,45.9,3
1858,Electronic City,1500,2.0,64.5,3
1859,Electronic City,1060,2.0,60.0,2
1860,Electronic City,1152,2.0,64.5,2
1861,Electronic City,1350,2.0,56.0,3
1862,Electronic City,770,1.0,36.0,2
1863,Electronic City,1070,2.0,52.0,2
1864,Electronic City,1025,2.0,46.0,2
1865,Electronic City,589,1.0,27.0,1
1866,Electronic City,1100,2.0,42.0,2
1867,Electronic City,910,2.0,40.0,2
1868,Electronic City,1108,2.0,63.0,2
1869,Electronic City,1128,2.0,65.0,2
1870,Electronic City,1800,3.0,95.0,3
1871,Electronic City,630,1.0,34.65,1
1872,Electronic City,1128,2.0,63.0,2
1873,Electronic City,1599,3.0,99.0,3
1874,Electronic City,1125,2.0,32.49,2
1875,Electronic City,1094,2.0,42.0,2
1876,Electronic City,1070,2.0,55.0,2
1877,Electronic City,940,2.0,41.0,2
1878,Electronic City,1320,2.0,38.13,3
1879,Electronic City,1128,2.0,68.75,2
1880,Electronic City,1342,2.0,73.3,2
1881,Electronic City,1360,2.0,71.0,3
1882,Electronic City,880,2.0,29.0,2
1883,Electronic City,1265,2.0,56.93,2
1884,Electronic City,1691,2.0,102.0,3
1885,Electronic City,1128,2.0,65.49,2
1886,Electronic City,1620,3.0,62.0,3
1887,Electronic City,710,2.0,16.0,2
1888,Electronic City,1070,2.0,56.1,2
1889,Electronic City,2000,4.0,120.0,4
1890,Electronic City,890,2.0,45.0,2
1891,Electronic City,1128,2.0,65.65,2
1892,Electronic City,865,2.0,42.0,2
1893,Electronic City,1130,2.0,32.64,2
1894,Electronic City,910,2.0,42.0,2
1895,Electronic City,975,2.0,37.5,2
1896,Electronic City,1360,2.0,75.0,3
1897,Electronic City,770,1.0,40.0,2
1898,Electronic City,1128,2.0,64.0,2
1899,Electronic City,1070,2.0,54.0,2
1900,Electronic City,1025,2.0,29.6,2
1901,Electronic City,1571,3.0,89.0,3
1902,Electronic City,1111,3.0,50.0,3
1903,Electronic City,870,2.0,39.5,2
1904,Electronic City,921,2.0,34.0,2
1905,Electronic City,1374,2.0,72.0,3
1906,Electronic City,1100,2.0,45.0,2
1907,Electronic City,1128,2.0,65.35,2
1908,Electronic City,1128,2.0,65.0,2
1909,Electronic City,755,1.0,34.0,2
1910,Electronic City,1220,2.0,35.24,3
1911,Electronic City,4000,5.0,150.0,4
1912,Electronic City,1100,2.0,40.0,2
1913,Electronic City,1563,3.0,91.84,3
1914,Electronic City,1652,3.0,70.0,3
1915,Electronic City,1000,2.0,22.0,2
1916,Electronic City,1025,2.0,54.5,2
1917,Electronic City,1070,2.0,46.0,2
1918,Electronic City,1350,3.0,58.0,3
1919,Electronic City,1000,2.0,25.0,2
1920,Electronic City,1020,2.0,29.46,2
1921,Electronic City,1700,3.0,75.0,3
1922,Electronic City,1400,2.0,48.0,3
1923,Electronic City,1128,2.0,68.0,2
1924,Electronic City,700,1.0,35.0,1
1925,Electronic City,1360,2.0,70.5,3
1926,Electronic City,1150,2.0,38.0,2
1927,Electronic City,1571,3.0,105.0,3
1928,Electronic City,1090,2.0,31.49,2
1929,Electronic City,1089,2.0,45.0,2
1930,Electronic City,1110,2.0,40.0,2
1931,Electronic City,1600,3.0,104.0,3
1932,Electronic City,1130,2.0,32.63,2
1933,Electronic City,1500,2.0,100.0,3
1934,Electronic City,1440,2.0,55.0,3
1935,Electronic City,1156,2.0,44.0,3
1936,Electronic City,1400,2.0,40.44,3
1937,Electronic City,1152,2.0,65.0,2
1938,Electronic City,1070,2.0,60.0,2
1939,Electronic City,1128,2.0,65.5,2
1940,Electronic City,1200,2.0,59.0,2
1941,Electronic City,1152,2.0,65.75,2
1942,Electronic City,1225,3.0,45.03,3
1943,Electronic City,1070,2.0,55.0,2
1944,Electronic City,1060,2.0,58.0,2
1945,Electronic City,1025,2.0,54.1,2
1946,Electronic City,1105,2.0,35.0,3
1947,Electronic City,660,1.0,18.0,2
1948,Electronic City,660,1.0,15.0,2
1949,Electronic City,1000,2.0,41.0,2
1950,Electronic City,1500,2.0,78.0,3
1951,Electronic City,1213,2.0,59.32,2
1952,Electronic City,1575,3.0,90.0,3
1953,Electronic City,435,1.0,19.5,1
1954,Electronic City,1449,3.0,100.0,3
1955,Electronic City,1310,2.0,37.83,3
1956,Electronic City,1125,2.0,58.0,2
1957,Electronic City,1090,2.0,35.03,2
1958,Electronic City,1575,3.0,101.0,3
1959,Electronic City,660,1.0,16.0,2
1960,Electronic City,550,1.0,12.0,1
1961,Electronic City,919,2.0,40.0,2
1962,Electronic City,1500,2.0,78.25,3
1963,Electronic City,1363,2.0,79.0,2
1964,Electronic City,1156,2.0,42.0,2
1965,Electronic City,1020,2.0,29.46,2
1966,Electronic City,1108,2.0,67.15,2
1967,Electronic City,1160,2.0,33.5,2
1968,Electronic City,1128,2.0,65.7,2
1969,Electronic City,1170,2.0,33.0,2
1970,Electronic City,1060,2.0,51.0,2
1971,Electronic City,1410,2.0,38.0,3
1972,Electronic City,1650,3.0,100.0,3
1973,Electronic City,1020,2.0,29.45,2
1974,Electronic City,1025,2.0,49.0,2
1975,Electronic City,1000,2.0,29.7,2
1976,Electronic City,1449,3.0,90.0,3
1977,Electronic City,1065,2.0,30.75,2
1978,Electronic City,1070,2.0,58.0,2
1979,Electronic City,1210,2.0,54.0,2
1980,Electronic City,1500,2.0,75.0,3
1981,Electronic City,1033,2.0,28.41,3
1982,Electronic City,1070,2.0,52.0,2
1983,Electronic City,2435,4.0,119.0,4
1984,Electronic City,660,1.0,15.5,2
1985,Electronic City,1125,2.0,32.5,2
1986,Electronic City,1165,2.0,33.64,2
1987,Electronic City,919,2.0,34.0,2
1988,Electronic City,1073,2.0,60.0,2
1989,Electronic City,1500,2.0,78.0,3
1990,Electronic City,1070,2.0,47.0,2
1991,Electronic City,1296,2.0,65.0,2
1992,Electronic City,1140,2.0,70.93,2
1993,Electronic City,1200,2.0,34.65,2
1994,Electronic City,1096,2.0,40.55,2
1995,Electronic City,1017,2.0,27.0,2
1996,Electronic City,1130,2.0,32.63,2
1997,Electronic City,1110,2.0,39.95,2
1998,Electronic City,2093,4.0,104.0,4
